DATASET;INSTITUTION_NAME;INSTITUTION_CODE;COLLECTION_CODE;CATALOG_NUMBER;REG_ID;SPECIES_NAME;INSTITUTION_CODE_1;LATITUDE;LONGITUDE;GEO_PRECISION_LEVEL;GEOREFERENCING_COMMENTS;REGISTERED_BY;SACC;YEAR;MONTH;DAY;ORIGINAL_DATE;COUNTRY;DEPARTMENT;MUNICIPALITY;STANDARDIZD_LOCALITY;ORIGINAL_LOCALITY;ORIGINAL_ELEVATION;COMMENTS ON ID;MIGRATORY;RECORD_ID;SEX
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";412975433;523172;Spiza americana;USNM;8277132;-76046649;4;Localidad revisada y ajustada según NMHN (número de registro). Coordenadas asignadas aun punto a 12 MI NW sobre el río Sinú desde Tierralta, no se puede ajustar por elevación;M. Carriker;3202;1949;3;5;3/05/1949;Colombia;Córdoba;Tierralta;Nazareth 12 Mi NW, Tierralta, río Sinú;Nazaret, Rio Sinu, 12 mi NW of Tierra Alta;67;;1;USNM-412975,4329539;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";412976433;523174;Spiza americana;USNM;8501003;-7550835;5;Coordenada asignada al centro poblado. Altura de la etiqueta no se ajusta a la localidad;M. Carriker;3202;1949;2;1;2/01/1949;Colombia;Córdoba;Pueblo Nuevo;Pueblo Nuevo, 9 Mi N Planeta Rica (152m);Pueblo Nuevo, 9 mi N of Planeta Rica;152;;1;USNM-412976,4329543;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4254034091;392402;Egretta caerulea;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;316;1949;12;26;12/26/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-425403,4090581;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4254134091;396045;Elanoides forficatus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;342;1950;1;12;1/12/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-425413,4090591;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4254774091;499963;Porzana carolina;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;430;1950;1;2;1/02/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-425477,4090655;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4254954215;714064;Pluvialis squatarola;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;453;1950;2;11;2/11/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4254984215;353555;Charadrius vociferus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;461;1950;2;28;2/28/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-425498,4215009;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4254994215;557577;Tringa solitaria;USNM;8041537;-77092825;5;Coordenadas corresponden a Cabecera Municipal de Unguia;M. Carriker;517;1950;2;28;2/28/1950;Colombia;Chocó;Unguía;Unguía, Lat 8 N-W of Rio Atrato (15m);Unguia, Lat 8 N-W of Rio Atrata;15;;1;USNM-425499,421501;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4255004242;306018;Actitis macularius;USNM;8050132;-77094112;4;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato ;M. Carriker;516;1950;2;28;2/28/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W;Unguia, W of Rio Atrato;;;1;USNM-425500,4242458;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4255014242;674353;Actitis macularius;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;516;1950;1;26;1/26/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uraba;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4255614215;687063;Coccyzus americanus;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;655;1950;4;27;4/27/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Villa Arteaga, 7 km NE Pavarondocito;122;KEN;1;-;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4255624215;687039;Coccyzus americanus;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;655;1950;4;20;4/20/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Pavarodocita, 7 km NE, Villa Arteaga;122;KEN;1;-;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4255914215;360035;Chordeiles acutipennis;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;714;1950;3;17;3/17/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-425591,4215032;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4255924215;360005;Chordeiles acutipennis;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;714;1950;3;17;3/17/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-425592,4215033;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4255934215;360006;Chordeiles acutipennis;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;714;1950;3;9;3/09/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-425593,4215034;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4255944215;360007;Chordeiles acutipennis;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;714;1950;3;12;3/12/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-425594,4215035;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267244376;727764;Tyrannus savana;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;2397;1950;2;6;2/06/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267374372;458855;Myiodynastes maculatus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2389;1950;3;18;3/18/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426737,4371723;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267384372;458856;Myiodynastes maculatus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2389;1950;2;23;2/23/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426738,4371724;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267394372;458857;Myiodynastes maculatus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2389;1950;2;20;2/20/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426739,4371725;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267404372;458858;Myiodynastes maculatus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2389;1950;3;7;3/07/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426740,4371726;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267414372;458845;Myiodynastes maculatus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2389;1950;1;12;1/12/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426741,4371727;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267424372;458846;Myiodynastes maculatus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2389;1950;1;7;1/07/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426742,4371728;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267434372;458847;Myiodynastes maculatus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2389;1949;12;30;12/30/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426743,4371729;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267444372;458848;Myiodynastes maculatus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2389;1950;1;14;1/14/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426744,437173;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267454372;458849;Myiodynastes maculatus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2389;1949;12;19;12/19/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426745,4371731;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267464372;707658;Myiodynastes maculatus;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;2389;1950;2;7;2/07/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267474372;707659;Myiodynastes maculatus;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;2389;1950;1;27;1/27/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267484372;707663;Myiodynastes maculatus;USNM;6535971;-75235221;3;Coordenadas corresponden al centro poblado del corregimiento de Botero a 1097 msnm;M. Carriker;2389;1950;9;7;9/07/1950;Colombia;Antioquia;Santo Domingo;Botero, 59 km NE of Medelíin, río Porce (1097m);Botero, 59 km NE Medellin, Rio Porce;1097;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267494372;707664;Myiodynastes maculatus;USNM;6535971;-75235221;3;Coordenadas corresponden al centro poblado del corregimiento de Botero a 1097 msnm;M. Carriker;2389;1950;8;30;8/30/1950;Colombia;Antioquia;Santo Domingo;Botero, 59 km NE of Medelíin, río Porce (1097m);Botero, 59 km NE Medellin, Rio Porce;1097;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267504372;707657;Myiodynastes maculatus;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;2389;1950;4;14;4/14/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Villa Arteaga, 7 km NE Pavarondocito;122;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267764357;454214;Myiarchus crinitus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2418;1950;1;7;1/07/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426776,4356646;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267774357;454237;Myiarchus crinitus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2418;1950;2;23;2/23/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426777,4356694;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267784357;454238;Myiarchus crinitus;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2418;1950;2;28;2/28/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426778,4357169;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4267804357;706623;Myiarchus crinitus;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;2418;1950;2;6;2/06/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267814357;454215;Myiarchus crinitus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2418;1950;1;20;1/20/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426781,4357155;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267824357;454216;Myiarchus crinitus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2418;1950;1;7;1/07/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426782,4356647;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267834357;454217;Myiarchus crinitus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2418;1950;1;9;1/09/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426783,4357156;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4267844357;454218;Myiarchus crinitus;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2418;1949;12;22;12/22/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426784,4356644;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4268044325;689904;Contopus virens;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;2293;1950;4;26;4/26/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Villa Arteaga, 7 km NE Pavarondocito;122;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4268054325;689905;Contopus virens;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;2293;1950;4;25;4/25/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Villa Arteaga, 7 km NE Pavarondocito;122;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4268064326;689906;Contopus virens;USNM;6535971;-75235221;3;Coordenadas corresponden al centro poblado del corregimiento de Botero a 1097 msnm;M. Carriker;2293;1950;8;24;8/24/1950;Colombia;Antioquia;Santo Domingo;Botero, 59 km NE of Medelíin, río Porce (1097m);Botero, 59 km NE Medellin, Rio Porce;1097;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4268074337;396997;Empidonax virescens;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2287;1950;2;27;2/27/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426807,4337098;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4268084337;396998;Empidonax virescens;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2287;1950;2;20;2/20/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426808,4337108;UNKNOWN
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4268094337;396946;Empidonax virescens;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;2287;1950;1;9;1/09/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-426809,4337099;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";426962438;500814;Progne chalybea;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2627;1950;3;3;3/03/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426962,4380281;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";426963438;500815;Progne chalybea;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2627;1950;3;7;3/07/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426963,4380285;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";426964438;500816;Progne chalybea;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;2627;1950;3;7;3/07/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-426964,4380283;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";426966438;715144;Pygochelidon cyanoleuca;USNM;665;-7615;2;Coordenadas se ubican en la Hacienda Potreros al NE del municipio de Abriaquí y justo al N del Alto Martín. No se ajusta a la altura del registro;M. Carriker;2614;1950;5;17;5/17/1950;Colombia;Antioquia;Abriaquí;Frontino, 15 mi SW, Hacienda Potreros, río Herradura;Hacienda Potreros, 15 mi SW Frontino - Rio Herradura;1981;;1;-;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4270304382;684197;Catharus ustulatus;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;2710;1950;4;22;4/22/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Villa Arteaga, 7 km NE Pavarondocito;122;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4272084306;728582;Vireo olivaceus;USNM;6535971;-75235221;3;Coordenadas corresponden al centro poblado del corregimiento de Botero a 1097 msnm;M. Carriker;2594;1950;9;8;9/08/1950;Colombia;Antioquia;Santo Domingo;Botero, 59 km NE of Medelíin, río Porce (1097m);Botero, 59 km NE Medellin, Rio Porce;1097;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4272094306;728583;Vireo olivaceus;USNM;6535971;-75235221;3;Coordenadas corresponden al centro poblado del corregimiento de Botero a 1097 msnm;M. Carriker;2594;1950;9;8;9/08/1950;Colombia;Antioquia;Santo Domingo;Botero, 59 km NE of Medelíin, río Porce (1097m);Botero, 59 km NE Medellin, Rio Porce;1097;KEN;1;-;MALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4273504276;718125;Setophaga ruticilla;USNM;6535971;-75235221;3;Coordenadas corresponden al centro poblado del corregimiento de Botero a 1097 msnm;M. Carriker;3219;1950;8;30;8/30/1950;Colombia;Antioquia;Santo Domingo;Botero, 59 km NE of Medelíin, río Porce (1097m);Botero, 59 km NE Medellin, Rio Porce;1097;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273584277;520867;Parkesia noveboracensis;USNM;842;-7788;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3205;1950;1;2;1/02/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427358,4276584;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273594278;520901;Parkesia noveboracensis;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3205;1950;2;25;2/25/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427359,4277503;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";4273604278;717949;Parkesia noveboracensis;USNM;8428491;-76781741;5;Coordenadas corresponden a la cabecera municipal de Necoclí;M. Carriker;3205;1950;2;13;2/13/1950;Colombia;Antioquia;Necoclí;Necoclí, Gulf of Urabá;Nicocli, Gulf of Uruba;;;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";427361429;728818;Cardellina canadensis;USNM;736537;-76498968;3;Coordenadas dentro de los límites de la vereda Villa Arteaga, al NE del Pavarandocito. Se ajusta a la altura del registro (122m);M. Carriker;3258;1950;4;17;4/17/1950;Colombia;Antioquia;Mutatá;Pavarondocito, 7 km NE, Villa Arteaga (122m);Villa Arteaga, 7 km NE Pavarondocito;122;KEN;1;-;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";427362428;409969;Geothlypis trichas;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3217;1950;1;2;1/02/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;V;USNM-427362,4280461;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273634278;501502;Protonotaria citrea;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3210;1949;12;20;12/20/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427363,4278022;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273644287;472810;Geothlypis philadelphia;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3214;1949;12;28;12/28/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427364,4286804;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273654287;472811;Geothlypis philadelphia;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3214;1950;1;5;1/05/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427365,428675;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273664287;472843;Geothlypis philadelphia;USNM;8050132;-77094112;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3214;1950;3;1;3/01/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427366,4286756;FEMALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273674287;472842;Geothlypis philadelphia;USNM;802;-7707;3;Coordenadas corresponden a la cabecera municipal de Ungía, al W del Río Atrato (15m);M. Carriker;3214;1950;3;2;3/02/1950;Colombia;Chocó;Unguía;Unguia, Rio Atrato W (15m);Unguia, W of Rio Atrato;15;;1;USNM-427367,4286808;UNKNOWN
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273684298;386803;Setophaga petechia;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3227;1950;1;7;1/07/1950;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427368,4298081;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273694298;386576;Setophaga petechia;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3227;1949;12;29;12/29/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427369,4298338;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";4273704274;385541;Setophaga castanea;USNM;8510981;-77282628;5;Coordenadas corresponden a cabecera municipal de Acandí;M. Carriker;3225;1949;12;20;12/20/1949;Colombia;Chocó;Acandí;Acandí, Golfo de Urabá;Acandi, Gulf of Urabá;;;1;USNM-427370,4274034;MALE
